id,active,duplicate_of,category,audience,product_family,image_path,tags,roles,quality_flags,source_pdf
"REF-0111","true","","apparel_women","adult_women","apparel","reference_library/apparel_women/REF-0111.jpg","fashion|pinterest_ready|editorial|styled_outfit|studio_or_catalog","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","85ebdabe91182f2ba6dcfb920a3e6eea.pdf"
"REF-0112","true","","apparel_women","adult_women","apparel","reference_library/apparel_women/REF-0112.jpg","fashion|pinterest_ready|editorial|styled_outfit|colored_studio|editorial_lighting|runway|high_fashion","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","86107682018420be4a1d9b7c7b82ca7e.pdf"
"REF-0113","true","","drinkware_tumblers_bottles","","tumbler_or_bottle","reference_library/drinkware_tumblers_bottles/REF-0113.jpg","drinkware|glass_or_acrylic|bows|florals|pinterest_product_photo|handheld","product_shape|surface_decoration|scene|lighting|composition|prop_styling","do_not_copy_trademarks_logos_or_copyrighted_characters","89747dac87898f81d6dcb5d14346b032.pdf"
"REF-0114","true","","apparel_women","adult_women","apparel","reference_library/apparel_women/REF-0114.jpg","fashion|pinterest_ready|editorial|styled_outfit|mirror_selfie|casual_lifestyle","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","89a63bf7a8898f899801cb556e469ed5.pdf"
"REF-0115","true","","apparel_mannequin_product_only","adult_or_product_only","apparel","reference_library/apparel_mannequin_product_only/REF-0115.jpg","mannequin|product_only|garment_construction|flatlay_or_catalog|studio_or_catalog","product_construction|garment_silhouette|layering|fabric_behavior|color_palette","","8a1e870e788d20ae258777b5713c3495.pdf"
"REF-0116","true","","phone_cases_accessories","","phone_case","reference_library/phone_cases_accessories/REF-0116.jpg","accessory|phone_case|handheld|flatlay|cute_product_photo","product_scene|surface_design_layout|handheld_composition|flatlay_composition|lighting","do_not_copy_trademarks_logos_or_copyrighted_characters","8ecef6696167979d3a3f5a4ffad492ed.pdf"
"REF-0117","true","","apparel_men","adult_men","apparel","reference_library/apparel_men/REF-0117.jpg","fashion|streetwear|editorial|styled_outfit|studio_or_catalog","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","8ed997ae5d08eb479fa1ae955355d6a7.pdf"
"REF-0118","true","","drinkware_tumblers_bottles","","tumbler_or_bottle","reference_library/drinkware_tumblers_bottles/REF-0118.jpg","drinkware|glass_or_acrylic|bows|florals|pinterest_product_photo|bedding_scene|soft_textiles","product_shape|surface_decoration|scene|lighting|composition|prop_styling","do_not_copy_trademarks_logos_or_copyrighted_characters","8ee03c2138a83e0ace83bfd902ca947a.pdf"
"REF-0119","true","","apparel_men","adult_men","apparel","reference_library/apparel_men/REF-0119.jpg","fashion|streetwear|editorial|styled_outfit|studio_or_catalog","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","9008af5ab2c1a6a30a469b1913595c7a.pdf"
"REF-0121","true","","apparel_women","adult_women","apparel","reference_library/apparel_women/REF-0121.jpg","fashion|pinterest_ready|editorial|styled_outfit|studio_or_catalog","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","919275d76b3009f20f43ffcd91ef95ca.pdf"
"REF-0122","true","","beauty_hair_makeup_portraits","adult","beauty_reference","reference_library/beauty_hair_makeup_portraits/REF-0122.jpg","beauty|hair|makeup|portrait_lighting|colored_studio|editorial_lighting","hair_style|makeup_direction|portrait_lighting|closeup_framing","","93ee206cff44878b39637ab57ab5492a.pdf"
"REF-0123","true","","apparel_women","adult_women","apparel","reference_library/apparel_women/REF-0123.jpg","fashion|pinterest_ready|editorial|styled_outfit|studio_or_catalog","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","952f433a5a42f90865697b7eab297676.pdf"
"REF-0124","true","","drinkware_tumblers_bottles","","tumbler_or_bottle","reference_library/drinkware_tumblers_bottles/REF-0124.jpg","drinkware|glass_or_acrylic|bows|florals|pinterest_product_photo","product_shape|surface_decoration|scene|lighting|composition|prop_styling","do_not_copy_trademarks_logos_or_copyrighted_characters","954195d86645a6ef0ecfab571e3540fe.pdf"
"REF-0125","true","","apparel_men","adult_men","apparel","reference_library/apparel_men/REF-0125.jpg","fashion|streetwear|editorial|styled_outfit|studio_or_catalog","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","9676438405f7e7528c3d4635ab94f957.pdf"
"REF-0126","true","","apparel_men","adult_men","apparel","reference_library/apparel_men/REF-0126.jpg","fashion|streetwear|editorial|styled_outfit|colored_studio|editorial_lighting","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","973ecfa557a4918d936d3109e30c2b03.pdf"
"REF-0127","true","","apparel_men","adult_men","apparel","reference_library/apparel_men/REF-0127.jpg","fashion|streetwear|editorial|styled_outfit|colored_studio|editorial_lighting","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","992a2157b16b849c0c2f8e5837c9179b.pdf"
"REF-0129","true","","apparel_men","adult_men","apparel","reference_library/apparel_men/REF-0129.jpg","fashion|streetwear|editorial|styled_outfit|studio_or_catalog","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","9c508c9ab02ac37f814733856523bf91.pdf"
"REF-0130","true","","apparel_mannequin_product_only","adult_or_product_only","apparel","reference_library/apparel_mannequin_product_only/REF-0130.jpg","mannequin|product_only|garment_construction|flatlay_or_catalog|studio_or_catalog","product_construction|garment_silhouette|layering|fabric_behavior|color_palette","","Screenshot_20260716_093333_Pinterest.pdf"
"REF-0131","true","","apparel_women","adult_women","apparel","reference_library/apparel_women/REF-0131.jpg","fashion|pinterest_ready|editorial|styled_outfit|studio_or_catalog","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","Screenshot_20260716_093521_Pinterest.pdf"
"REF-0132","true","","apparel_mannequin_product_only","adult_or_product_only","apparel","reference_library/apparel_mannequin_product_only/REF-0132.jpg","mannequin|product_only|garment_construction|flatlay_or_catalog|studio_or_catalog","product_construction|garment_silhouette|layering|fabric_behavior|color_palette","","Screenshot_20260716_093544_Pinterest.pdf"
"REF-0133","false","","excluded_interface_screenshots","","excluded","excluded/interface/REF-0133.jpg","","","visible_interface_or_marketing_overlay_use_visual_elements_only|excluded_pinterest_interface_screenshot","Screenshot_20260716_093659_Pinterest.pdf"
"REF-0134","true","","apparel_women","adult_women","apparel","reference_library/apparel_women/REF-0134.jpg","fashion|pinterest_ready|editorial|styled_outfit|studio_or_catalog","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","Screenshot_20260716_093714_Pinterest.pdf"
"REF-0135","true","","apparel_women","adult_women","apparel","reference_library/apparel_women/REF-0135.jpg","fashion|pinterest_ready|editorial|styled_outfit|studio_or_catalog","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","Screenshot_20260716_093747_Pinterest.pdf"
"REF-0136","true","","apparel_women","adult_women","apparel","reference_library/apparel_women/REF-0136.jpg","fashion|pinterest_ready|editorial|styled_outfit|studio_or_catalog","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","Screenshot_20260716_093805_Pinterest.pdf"
"REF-0137","true","","apparel_women","adult_women","apparel","reference_library/apparel_women/REF-0137.jpg","fashion|pinterest_ready|editorial|styled_outfit|outdoor|natural_light","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","Screenshot_20260716_093828_Chrome.pdf"
"REF-0138","true","","apparel_women","adult_women","apparel","reference_library/apparel_women/REF-0138.jpg","fashion|pinterest_ready|editorial|styled_outfit|studio_or_catalog","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","Screenshot_20260716_093844_Chrome.pdf"
"REF-0139","true","","apparel_mannequin_product_only","adult_or_product_only","apparel","reference_library/apparel_mannequin_product_only/REF-0139.jpg","mannequin|product_only|garment_construction|flatlay_or_catalog|studio_or_catalog","product_construction|garment_silhouette|layering|fabric_behavior|color_palette","visible_interface_or_marketing_overlay_use_visual_elements_only","Screenshot_20260716_094635_Pinterest.pdf"
"REF-0140","true","","apparel_men","adult_men","apparel","reference_library/apparel_men/REF-0140.jpg","fashion|streetwear|editorial|styled_outfit|studio_or_catalog","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","Screenshot_20260716_094721_Pinterest.pdf"
"REF-0141","true","","apparel_women","adult_women","apparel","reference_library/apparel_women/REF-0141.jpg","fashion|pinterest_ready|editorial|styled_outfit|studio_or_catalog","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","Screenshot_20260716_095353_Pinterest.pdf"
"REF-0142","true","","apparel_women","adult_women","apparel","reference_library/apparel_women/REF-0142.jpg","fashion|pinterest_ready|editorial|styled_outfit|outdoor|natural_light","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","Screenshot_20260716_095409_Pinterest.pdf"
"REF-0143","true","","apparel_mannequin_product_only","adult_or_product_only","apparel","reference_library/apparel_mannequin_product_only/REF-0143.jpg","mannequin|product_only|garment_construction|flatlay_or_catalog|studio_or_catalog","product_construction|garment_silhouette|layering|fabric_behavior|color_palette","visible_interface_or_marketing_overlay_use_visual_elements_only","Screenshot_20260716_095558_Pinterest.pdf"
"REF-0144","true","","apparel_mannequin_product_only","adult_or_product_only","apparel","reference_library/apparel_mannequin_product_only/REF-0144.jpg","mannequin|product_only|garment_construction|flatlay_or_catalog|studio_or_catalog","product_construction|garment_silhouette|layering|fabric_behavior|color_palette","","Screenshot_20260716_095651_Pinterest.pdf"
"REF-0145","true","","apparel_mannequin_product_only","adult_or_product_only","apparel","reference_library/apparel_mannequin_product_only/REF-0145.jpg","mannequin|product_only|garment_construction|flatlay_or_catalog|studio_or_catalog","product_construction|garment_silhouette|layering|fabric_behavior|color_palette","visible_interface_or_marketing_overlay_use_visual_elements_only","Screenshot_20260716_095720_Pinterest.pdf"
"REF-0146","true","","apparel_women","adult_women","apparel","reference_library/apparel_women/REF-0146.jpg","fashion|pinterest_ready|editorial|styled_outfit|studio_or_catalog","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","Screenshot_20260716_095918_Pinterest.pdf"
"REF-0148","true","","phone_cases_accessories","","phone_case","reference_library/phone_cases_accessories/REF-0148.jpg","accessory|phone_case|handheld|flatlay|cute_product_photo","product_scene|surface_design_layout|handheld_composition|flatlay_composition|lighting","do_not_copy_trademarks_logos_or_copyrighted_characters","Screenshot_20260716_101033_Pinterest.pdf"
"REF-0151","true","","interior_bedroom_workspace_scenes","","scene_only","reference_library/interior_bedroom_workspace_scenes/REF-0151.jpg","cozy_bedroom|workspace|warm_light|soft_neutral|pinterest_interior|bedding_scene|soft_textiles","scene|lighting|palette|prop_styling|background_environment","","a2c9d19c30ed63a79e829f9ecf43c89b.pdf"
"REF-0152","true","","drinkware_tumblers_bottles","","tumbler_or_bottle","reference_library/drinkware_tumblers_bottles/REF-0152.jpg","drinkware|glass_or_acrylic|bows|florals|pinterest_product_photo|bedding_scene|soft_textiles","product_shape|surface_decoration|scene|lighting|composition|prop_styling","do_not_copy_trademarks_logos_or_copyrighted_characters","a3561956ba7a7c129c9f41ded75d1623.pdf"
"REF-0156","true","","drinkware_tumblers_bottles","","tumbler_or_bottle","reference_library/drinkware_tumblers_bottles/REF-0156.jpg","drinkware|glass_or_acrylic|bows|florals|pinterest_product_photo|handheld","product_shape|surface_decoration|scene|lighting|composition|prop_styling","do_not_copy_trademarks_logos_or_copyrighted_characters","a8f46b0276d5d9a296603d4e267ad9f7.pdf"
"REF-0157","true","","apparel_men","adult_men","apparel","reference_library/apparel_men/REF-0157.jpg","fashion|streetwear|editorial|styled_outfit|colored_studio|editorial_lighting","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","ab89561ae85257550066000783e1a0ae.pdf"
"REF-0158","true","","apparel_children","children","apparel","reference_library/apparel_children/REF-0158.jpg","childrens_apparel|age_appropriate|commercial_catalog|studio_or_catalog","pose|framing|styling|scene|lighting|garment_silhouette","","b1576e8869a7cdeb46271d36470bb4fe.pdf"
"REF-0159","true","","drinkware_tumblers_bottles","","tumbler_or_bottle","reference_library/drinkware_tumblers_bottles/REF-0159.jpg","drinkware|glass_or_acrylic|bows|florals|pinterest_product_photo|handheld","product_shape|surface_decoration|scene|lighting|composition|prop_styling","do_not_copy_trademarks_logos_or_copyrighted_characters","b2f5577405cd727a23ee4faa98c30833.pdf"
"REF-0160","true","","apparel_women","adult_women","apparel","reference_library/apparel_women/REF-0160.jpg","fashion|pinterest_ready|editorial|styled_outfit|studio_or_catalog","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","b50dd0feb92519a02d056e01f178b265.pdf"
"REF-0162","true","","phone_cases_accessories","","phone_case","reference_library/phone_cases_accessories/REF-0162.jpg","accessory|phone_case|handheld|flatlay|cute_product_photo","product_scene|surface_design_layout|handheld_composition|flatlay_composition|lighting","do_not_copy_trademarks_logos_or_copyrighted_characters","b5ee09bd72a2d6b905591aaff725b7d0.pdf"
"REF-0163","true","","apparel_women","adult_women","apparel","reference_library/apparel_women/REF-0163.jpg","fashion|pinterest_ready|editorial|styled_outfit|colored_studio|editorial_lighting|runway|high_fashion","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","b7a2a66cc0254a11e35c0188a5e6bea2.pdf"
"REF-0164","true","","interior_bedroom_workspace_scenes","","scene_only","reference_library/interior_bedroom_workspace_scenes/REF-0164.jpg","cozy_bedroom|workspace|warm_light|soft_neutral|pinterest_interior|bedding_scene|soft_textiles","scene|lighting|palette|prop_styling|background_environment","","b8c6b2e0b5e7f91b2ff06a8407229eb5.pdf"
"REF-0166","true","","interior_bedroom_workspace_scenes","","scene_only","reference_library/interior_bedroom_workspace_scenes/REF-0166.jpg","cozy_bedroom|workspace|warm_light|soft_neutral|pinterest_interior|bedding_scene|soft_textiles","scene|lighting|palette|prop_styling|background_environment","","bac6ed17bc346f49a86319c1cb66f91a.pdf"
"REF-0167","true","","apparel_children","children","apparel","reference_library/apparel_children/REF-0167.jpg","childrens_apparel|age_appropriate|commercial_catalog|studio_or_catalog","pose|framing|styling|scene|lighting|garment_silhouette","","bff0ab3729f8116ad1361a0011175983.pdf"
"REF-0168","true","","beauty_hair_makeup_portraits","adult","beauty_reference","reference_library/beauty_hair_makeup_portraits/REF-0168.jpg","beauty|hair|makeup|portrait_lighting|studio_or_catalog","hair_style|makeup_direction|portrait_lighting|closeup_framing","","c017f9a136d8f4346b840edadbf9f589.pdf"
"REF-0169","true","","apparel_men","adult_men","apparel","reference_library/apparel_men/REF-0169.jpg","fashion|streetwear|editorial|styled_outfit|colored_studio|editorial_lighting","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","c02bcc186f4806f3de319c6bcadce098.pdf"
"REF-0170","true","","drinkware_ceramic_mugs","","ceramic_mug","reference_library/drinkware_ceramic_mugs/REF-0170.jpg","drinkware|ceramic|cute|cozy|pinterest_product_photo|bedding_scene|soft_textiles","product_shape|surface_decoration|scene|lighting|composition|prop_styling","do_not_copy_trademarks_logos_or_copyrighted_characters","c0b379cea55b222974eb201143f2b8c8.pdf"
"REF-0171","true","","apparel_women","adult_women","apparel","reference_library/apparel_women/REF-0171.jpg","fashion|pinterest_ready|editorial|styled_outfit|outdoor|natural_light","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","c13f158b7bfb98e1da239ac86c40d388.pdf"
"REF-0172","true","","apparel_men","adult_men","apparel","reference_library/apparel_men/REF-0172.jpg","fashion|streetwear|editorial|styled_outfit|outdoor|natural_light","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","c1c4d42ba08879becfb48a15bf0cb960.pdf"
"REF-0174","true","","apparel_men","adult_men","apparel","reference_library/apparel_men/REF-0174.jpg","fashion|streetwear|editorial|styled_outfit|colored_studio|editorial_lighting","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","c455b865ce601ab2c0659562371eda8c.pdf"
"REF-0175","true","","apparel_men","adult_men","apparel","reference_library/apparel_men/REF-0175.jpg","fashion|streetwear|editorial|styled_outfit|studio_or_catalog","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","c49ff06dc9dcea95f28a98fce98c45a9.pdf"
"REF-0176","true","","apparel_mannequin_product_only","adult_or_product_only","apparel","reference_library/apparel_mannequin_product_only/REF-0176.jpg","mannequin|product_only|garment_construction|flatlay_or_catalog|studio_or_catalog","product_construction|garment_silhouette|layering|fabric_behavior|color_palette","","c771e68af4123176ca412f7d8ad34243 (1).pdf"
"REF-0178","true","","apparel_women","adult_women","apparel","reference_library/apparel_women/REF-0178.jpg","fashion|pinterest_ready|editorial|styled_outfit|studio_or_catalog","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","cc6ef3bb40fbea84b1a696e72fc83c25.pdf"
"REF-0179","true","","apparel_men","adult_men","apparel","reference_library/apparel_men/REF-0179.jpg","fashion|streetwear|editorial|styled_outfit|colored_studio|editorial_lighting","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","ce52409988616a7bbc7740e7ff901775.pdf"
"REF-0180","true","","apparel_men","adult_men","apparel","reference_library/apparel_men/REF-0180.jpg","fashion|streetwear|editorial|styled_outfit|colored_studio|editorial_lighting","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","cf7ad23bdbb90e23862cc350a14c4e2b.pdf"
"REF-0181","true","","apparel_men","adult_men","apparel","reference_library/apparel_men/REF-0181.jpg","fashion|streetwear|editorial|styled_outfit|outdoor|natural_light","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","d04b18933d4fde1c2a46f26b0375ed93.pdf"
"REF-0182","true","","apparel_men","adult_men","apparel","reference_library/apparel_men/REF-0182.jpg","fashion|streetwear|editorial|styled_outfit|studio_or_catalog","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","d0a1bf8b69f70e7c0b0c93fd62e6b102.pdf"
"REF-0183","true","","drinkware_tumblers_bottles","","tumbler_or_bottle","reference_library/drinkware_tumblers_bottles/REF-0183.jpg","drinkware|glass_or_acrylic|bows|florals|pinterest_product_photo|desk_or_workspace","product_shape|surface_decoration|scene|lighting|composition|prop_styling","do_not_copy_trademarks_logos_or_copyrighted_characters","d2853082942740752b5ae89e0228b8e7.pdf"
"REF-0184","true","","apparel_mannequin_product_only","adult_or_product_only","apparel","reference_library/apparel_mannequin_product_only/REF-0184.jpg","mannequin|product_only|garment_construction|flatlay_or_catalog|studio_or_catalog","product_construction|garment_silhouette|layering|fabric_behavior|color_palette","","d2e8edac4d836e8a4f57883dea0af1ba.pdf"
"REF-0186","true","","apparel_women","adult_women","apparel","reference_library/apparel_women/REF-0186.jpg","fashion|pinterest_ready|editorial|styled_outfit|colored_studio|editorial_lighting","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","d452a415cb0353aae936c684c66fa18e.pdf"
"REF-0187","true","","drinkware_ceramic_mugs","","ceramic_mug","reference_library/drinkware_ceramic_mugs/REF-0187.jpg","drinkware|ceramic|cute|cozy|pinterest_product_photo","product_shape|surface_decoration|scene|lighting|composition|prop_styling","do_not_copy_trademarks_logos_or_copyrighted_characters","d4c2f6cb0427ab666a1f065d7c685e48.pdf"
"REF-0188","true","","apparel_women","adult_women","apparel","reference_library/apparel_women/REF-0188.jpg","fashion|pinterest_ready|editorial|styled_outfit|mirror_selfie|casual_lifestyle","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","d4d7a482b58e74755302c070d353fb20.pdf"
"REF-0189","true","","apparel_women","adult_women","apparel","reference_library/apparel_women/REF-0189.jpg","fashion|pinterest_ready|editorial|styled_outfit|studio_or_catalog","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","d50f97f71b8b3ca46de929abcd26f208.pdf"
"REF-0190","true","","apparel_men","adult_men","apparel","reference_library/apparel_men/REF-0190.jpg","fashion|streetwear|editorial|styled_outfit|studio_or_catalog|desk_or_workspace","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","d5dae283fc0596529940857453a8b4cb.pdf"
"REF-0191","true","","drinkware_tumblers_bottles","","tumbler_or_bottle","reference_library/drinkware_tumblers_bottles/REF-0191.jpg","drinkware|glass_or_acrylic|bows|florals|pinterest_product_photo","product_shape|surface_decoration|scene|lighting|composition|prop_styling","do_not_copy_trademarks_logos_or_copyrighted_characters","d610c0285b8e1c88ba427471e6cf5683.pdf"
"REF-0192","true","","apparel_women","adult_women","apparel","reference_library/apparel_women/REF-0192.jpg","fashion|pinterest_ready|editorial|styled_outfit|studio_or_catalog","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","d6a2df392615803ed502e36d1d063501.pdf"
"REF-0193","true","","drinkware_tumblers_bottles","","tumbler_or_bottle","reference_library/drinkware_tumblers_bottles/REF-0193.jpg","drinkware|glass_or_acrylic|bows|florals|pinterest_product_photo","product_shape|surface_decoration|scene|lighting|composition|prop_styling","do_not_copy_trademarks_logos_or_copyrighted_characters","d7a6a37eaf313c15967ead6a06035a13.pdf"
"REF-0194","true","","phone_cases_accessories","","phone_case","reference_library/phone_cases_accessories/REF-0194.jpg","accessory|phone_case|handheld|flatlay|cute_product_photo","product_scene|surface_design_layout|handheld_composition|flatlay_composition|lighting","do_not_copy_trademarks_logos_or_copyrighted_characters","da40289a3954ea510265c722f95a476e.pdf"
"REF-0195","true","","drinkware_ceramic_mugs","","ceramic_mug","reference_library/drinkware_ceramic_mugs/REF-0195.jpg","drinkware|ceramic|cute|cozy|pinterest_product_photo","product_shape|surface_decoration|scene|lighting|composition|prop_styling","do_not_copy_trademarks_logos_or_copyrighted_characters","dcbe50077031622e14a3775379cf9c8a.pdf"
"REF-0196","true","","interior_bedroom_workspace_scenes","","scene_only","reference_library/interior_bedroom_workspace_scenes/REF-0196.jpg","cozy_bedroom|workspace|warm_light|soft_neutral|pinterest_interior|bedding_scene|soft_textiles","scene|lighting|palette|prop_styling|background_environment","","e0d5bb25f2ac228e192c037c14e1cea9.pdf"
"REF-0197","true","","apparel_mannequin_product_only","adult_or_product_only","apparel","reference_library/apparel_mannequin_product_only/REF-0197.jpg","mannequin|product_only|garment_construction|flatlay_or_catalog|studio_or_catalog","product_construction|garment_silhouette|layering|fabric_behavior|color_palette","","e1c93d957e485d83ac735e556debd223.pdf"
"REF-0198","true","","apparel_mannequin_product_only","adult_or_product_only","apparel","reference_library/apparel_mannequin_product_only/REF-0198.jpg","mannequin|product_only|garment_construction|flatlay_or_catalog|studio_or_catalog","product_construction|garment_silhouette|layering|fabric_behavior|color_palette","","e239ea023bc357929430244adde98e45.pdf"
"REF-0199","true","","apparel_men","adult_men","apparel","reference_library/apparel_men/REF-0199.jpg","fashion|streetwear|editorial|styled_outfit|colored_studio|editorial_lighting","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","e4a1a054eb105d1348ba649f2f9b8e09.pdf"
"REF-0200","true","","drinkware_tumblers_bottles","","tumbler_or_bottle","reference_library/drinkware_tumblers_bottles/REF-0200.jpg","drinkware|glass_or_acrylic|bows|florals|pinterest_product_photo|bedding_scene|soft_textiles","product_shape|surface_decoration|scene|lighting|composition|prop_styling","do_not_copy_trademarks_logos_or_copyrighted_characters","e5ba931a53c8c9449e7124c600e3ddbb.pdf"
"REF-0201","true","","interior_bedroom_workspace_scenes","","scene_only","reference_library/interior_bedroom_workspace_scenes/REF-0201.jpg","cozy_bedroom|workspace|warm_light|soft_neutral|pinterest_interior|bedding_scene|soft_textiles","scene|lighting|palette|prop_styling|background_environment","","e605fd9fd97c49bc429e39926dea8827.pdf"
"REF-0204","true","","phone_cases_accessories","","phone_case","reference_library/phone_cases_accessories/REF-0204.jpg","accessory|phone_case|handheld|flatlay|cute_product_photo","product_scene|surface_design_layout|handheld_composition|flatlay_composition|lighting","do_not_copy_trademarks_logos_or_copyrighted_characters","eb5d7445dbc2c2b23175ccfe447b9174.pdf"
"REF-0205","true","","apparel_men","adult_men","apparel","reference_library/apparel_men/REF-0205.jpg","fashion|streetwear|editorial|styled_outfit|colored_studio|editorial_lighting","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","ecc6251729113be40b2bdd049ba513b8.pdf"
"REF-0206","true","","apparel_women","adult_women","apparel","reference_library/apparel_women/REF-0206.jpg","fashion|pinterest_ready|editorial|styled_outfit|studio_or_catalog","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","eeb37be58fb4d0cf3c4b3e2b53b80a40.pdf"
"REF-0207","true","","apparel_women","adult_women","apparel","reference_library/apparel_women/REF-0207.jpg","fashion|pinterest_ready|editorial|styled_outfit|studio_or_catalog","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","eed8092e31f16ec4db04624cdb792318.pdf"
"REF-0208","true","","apparel_women","adult_women","apparel","reference_library/apparel_women/REF-0208.jpg","fashion|pinterest_ready|editorial|styled_outfit|outdoor|natural_light","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","f18a03bd398d6bf792140f3690f0a7d6.pdf"
"REF-0209","true","","apparel_women","adult_women","apparel","reference_library/apparel_women/REF-0209.jpg","fashion|pinterest_ready|editorial|styled_outfit|studio_or_catalog","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","f25893069bf7c9aa0ff8bf4c069fd441.pdf"
"REF-0211","true","","apparel_men","adult_men","apparel","reference_library/apparel_men/REF-0211.jpg","fashion|streetwear|editorial|styled_outfit|colored_studio|editorial_lighting","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","f403b3f0e999a49f442ace5946025841.pdf"
"REF-0215","true","","apparel_women","adult_women","apparel","reference_library/apparel_women/REF-0215.jpg","fashion|pinterest_ready|editorial|styled_outfit|outdoor|natural_light","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","f82d8945de3a2ce55338f3e8d62038a4.pdf"
"REF-0216","true","","apparel_women","adult_women","apparel","reference_library/apparel_women/REF-0216.jpg","fashion|pinterest_ready|editorial|styled_outfit|studio_or_catalog","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","f9d853e6e52154516d7d92e27eb29595.pdf"
"REF-0218","true","","apparel_men","adult_men","apparel","reference_library/apparel_men/REF-0218.jpg","fashion|streetwear|editorial|styled_outfit|colored_studio|editorial_lighting","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","fd33ee9767a16f6b26e83cc533115520.pdf"
"REF-0219","true","","apparel_men","adult_men","apparel","reference_library/apparel_men/REF-0219.jpg","fashion|streetwear|editorial|styled_outfit|colored_studio|editorial_lighting","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","fe1797f9a6eab4283df58dccebbddea2.pdf"
"REF-0221","true","","apparel_men","adult_men","apparel","reference_library/apparel_men/REF-0221.jpg","fashion|streetwear|editorial|styled_outfit|colored_studio|editorial_lighting","pose|framing|styling|scene|lighting|color_palette|garment_silhouette","","ff964a043a4be32f64dda9b850518c8f.pdf"
"PLANNER-REF-01","true","","digital_product_device_mockups","","digital_product_device","reference_library/digital_product_device_mockups/PLANNER-REF-01.png","tablet|digital_product|planner_listing|portrait_layout|pastel_tabs|vertical_tablet","device_scene|screen_mockup_composition|planner_listing_composition|workspace_styling|lighting|palette","use_visual_language_only_no_logos_or_text","user-provided planner-listing reference screenshot"
"PLANNER-REF-02","true","","digital_product_device_mockups","","digital_product_device","reference_library/digital_product_device_mockups/PLANNER-REF-02.png","tablet|digital_product|planner_listing|hand_with_stylus|closeup|portrait_layout","device_scene|screen_mockup_composition|planner_listing_composition|workspace_styling|lighting|palette","use_visual_language_only_no_logos_or_text","user-provided planner-listing reference screenshot"
"PLANNER-REF-03","true","","digital_product_device_mockups","","digital_product_device","reference_library/digital_product_device_mockups/PLANNER-REF-03.png","tablet|digital_product|planner_listing|multi_device|open_spread|pastel_tabs","device_scene|screen_mockup_composition|planner_listing_composition|workspace_styling|lighting|palette","use_visual_language_only_no_logos_or_text","user-provided planner-listing reference screenshot"
